"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,200,0,1e-04,0.8839124,0.8434765,0.7763412,0.8845789
"2","Tanh",0,200,0,1e-05,0.8928839,0.851637,0.79097116,0.8601072
"3","Tanh",0,200,0,1e-06,0.8906933,0.8542436,0.8348029,0.8078428
"4","Tanh",0,200,0,1e-07,0.8831215,0.8571935,0.81605315,0.8326422
"5","Tanh",0,200,0,1e-08,0.8916897,0.86992097,0.84901273,0.82205546
"6","Tanh",0,200,0,1e-09,0.90139925,0.86581236,0.8330033,0.86097974
"7","Tanh",0,200,0,1e-10,0.90445507,0.86302835,0.81879216,0.86663216
"8","Tanh",0,200,-1,1e-04,0.87816834,0.85137427,0.814433,0.8239032
"9","Tanh",0,200,-1,1e-05,0.88661534,0.8480868,0.791982,0.8450439
"10","Tanh",0,200,-1,1e-06,0.875771,0.84259844,0.7973115,0.8257684
"11","Tanh",0,200,-1,1e-07,0.8801074,0.85002446,0.81687677,0.8171048
"12","Tanh",0,200,-1,1e-08,0.88672507,0.8612808,0.8349364,0.82003653
"13","Tanh",0,200,-1,1e-09,0.91147417,0.87104887,0.845405,0.849269
"14","Tanh",0,200,-1,1e-10,0.90458786,0.8690976,0.83039457,0.8694
"15","Tanh",0,200,-2,1e-04,0.8539411,0.82593524,0.7887405,0.79166126
"16","Tanh",0,200,-2,1e-05,0.8898684,0.85440546,0.8217805,0.8259017
"17","Tanh",0,200,-2,1e-06,0.8943413,0.8509301,0.79535043,0.84863204
"18","Tanh",0,200,-2,1e-07,0.8952129,0.8431378,0.78920585,0.86590415
"19","Tanh",0,200,-2,1e-08,0.8957608,0.86456037,0.8297729,0.8414875
"20","Tanh",0,200,-2,1e-09,0.90335214,0.8679652,0.8279649,0.8432584
"21","Tanh",0,200,-2,1e-10,0.90469563,0.8721585,0.8434292,0.85487115
