"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.1,200,0,1e-04,0.88641155,0.8440214,0.7933244,0.8323226
"2","Rectifier",0.1,200,0,1e-05,0.89400417,0.85826105,0.809612,0.84092176
"3","Rectifier",0.1,200,0,1e-06,0.9016038,0.855366,0.774415,0.88799053
"4","Rectifier",0.1,200,0,1e-07,0.8894037,0.86846113,0.8367471,0.8281851
"5","Rectifier",0.1,200,0,1e-08,0.8866815,0.8455887,0.7919349,0.8389306
"6","Rectifier",0.1,200,0,1e-09,0.9041152,0.85559267,0.81435263,0.83413404
"7","Rectifier",0.1,200,0,1e-10,0.89708835,0.8618409,0.8381,0.81261575
"8","Rectifier",0.1,200,-1,1e-04,0.8991722,0.85935336,0.8240632,0.8185513
"9","Rectifier",0.1,200,-1,1e-05,0.89896417,0.86692065,0.8314086,0.8309539
"10","Rectifier",0.1,200,-1,1e-06,0.89737344,0.8604619,0.8152818,0.84037435
"11","Rectifier",0.1,200,-1,1e-07,0.88977945,0.86214674,0.83481187,0.81465936
"12","Rectifier",0.1,200,-1,1e-08,0.8907113,0.86060214,0.8164052,0.8389967
"13","Rectifier",0.1,200,-1,1e-09,0.9047286,0.86553526,0.8293109,0.8395154
"14","Rectifier",0.1,200,-1,1e-10,0.8931591,0.8520108,0.8032481,0.8281463
"15","Rectifier",0.1,200,-2,1e-04,0.8609222,0.83465546,0.7889093,0.79637647
"16","Rectifier",0.1,200,-2,1e-05,0.8853132,0.8509601,0.7976206,0.828457
"17","Rectifier",0.1,200,-2,1e-06,0.8827544,0.8497173,0.8178852,0.79494005
"18","Rectifier",0.1,200,-2,1e-07,0.9005119,0.8711766,0.8215789,0.8584006
"19","Rectifier",0.1,200,-2,1e-08,0.897119,0.86470944,0.8370721,0.83309805
"20","Rectifier",0.1,200,-2,1e-09,0.89325666,0.8479489,0.7995652,0.83263123
"21","Rectifier",0.1,200,-2,1e-10,0.89748293,0.85146916,0.79574317,0.8548932
