"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,70,0,1e-04,0.8620701,0.83215076,0.77843785,0.8273052
"2","Tanh",0,70,0,1e-05,0.89382714,0.8565775,0.8121391,0.8517473
"3","Tanh",0,70,0,1e-06,0.8973034,0.8562238,0.7954947,0.87271434
"4","Tanh",0,70,0,1e-07,0.8911642,0.8593622,0.814466,0.85062134
"5","Tanh",0,70,0,1e-08,0.90814584,0.8696044,0.8366492,0.849784
"6","Tanh",0,70,0,1e-09,0.8985348,0.8649311,0.8235262,0.85835624
"7","Tanh",0,70,0,1e-10,0.8980958,0.84781545,0.7914477,0.87144494
"8","Tanh",0,70,-1,1e-04,0.8656117,0.8206032,0.760892,0.8256903
"9","Tanh",0,70,-1,1e-05,0.8742078,0.8451111,0.8051569,0.8197481
"10","Tanh",0,70,-1,1e-06,0.8778581,0.8371768,0.8064889,0.8041916
"11","Tanh",0,70,-1,1e-07,0.89055824,0.8593555,0.8090293,0.8520043
"12","Tanh",0,70,-1,1e-08,0.902297,0.8619457,0.82982594,0.83188313
"13","Tanh",0,70,-1,1e-09,0.90322375,0.8639783,0.8131869,0.8685603
"14","Tanh",0,70,-1,1e-10,0.8990218,0.8526602,0.80683225,0.8540462
"15","Tanh",0,70,-2,1e-04,0.8532659,0.82795715,0.8141371,0.76381695
"16","Tanh",0,70,-2,1e-05,0.8780519,0.8391287,0.78559303,0.8412559
"17","Tanh",0,70,-2,1e-06,0.8823803,0.8476872,0.8017476,0.82886004
"18","Tanh",0,70,-2,1e-07,0.88998544,0.85520136,0.8151235,0.83928996
"19","Tanh",0,70,-2,1e-08,0.89186734,0.8529099,0.8089454,0.833168
"20","Tanh",0,70,-2,1e-09,0.90608186,0.86715037,0.81890583,0.8677286
"21","Tanh",0,70,-2,1e-10,0.8965701,0.85506576,0.81572604,0.8384422
