"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,20,0,1e-04,0.8480155,0.81527174,0.777984,0.7508631
"2","Tanh",0,20,0,1e-05,0.87888074,0.85109454,0.8163814,0.8269095
"3","Tanh",0,20,0,1e-06,0.8773983,0.8491376,0.81830716,0.799586
"4","Tanh",0,20,0,1e-07,0.88978463,0.85122806,0.8141116,0.8253157
"5","Tanh",0,20,0,1e-08,0.88598096,0.85857135,0.8277447,0.8281279
"6","Tanh",0,20,0,1e-09,0.87620616,0.8444325,0.80142856,0.82391775
"7","Tanh",0,20,0,1e-10,0.8770417,0.847357,0.80811375,0.8196441
"8","Tanh",0,20,-1,1e-04,0.85275334,0.82566017,0.7912764,0.80711526
"9","Tanh",0,20,-1,1e-05,0.87313086,0.84607035,0.8196658,0.7895783
"10","Tanh",0,20,-1,1e-06,0.89562124,0.8653333,0.8280703,0.836173
"11","Tanh",0,20,-1,1e-07,0.883549,0.85982853,0.84345174,0.80870175
"12","Tanh",0,20,-1,1e-08,0.8895072,0.85630685,0.80221325,0.8570511
"13","Tanh",0,20,-1,1e-09,0.8804094,0.838722,0.78275687,0.83650476
"14","Tanh",0,20,-1,1e-10,0.87816775,0.84335613,0.79560703,0.8291679
"15","Tanh",0,20,-2,1e-04,0.84424645,0.81665903,0.7714461,0.7964882
"16","Tanh",0,20,-2,1e-05,0.86975336,0.859365,0.84930617,0.79763424
"17","Tanh",0,20,-2,1e-06,0.88249534,0.8511678,0.81801045,0.81391203
"18","Tanh",0,20,-2,1e-07,0.8945671,0.8645685,0.8304506,0.8381943
"19","Tanh",0,20,-2,1e-08,0.8877825,0.8545461,0.8140533,0.83820885
"20","Tanh",0,20,-2,1e-09,0.8811799,0.8486057,0.7985317,0.8370683
"21","Tanh",0,20,-2,1e-10,0.8685033,0.8420178,0.8025735,0.81274754
