"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,30,0,1e-04,0.92558193,0.88519645,0.86568385,0.85001177
"2","Rectifier",0,30,0,1e-05,0.9271677,0.89807796,0.8775759,0.86453044
"3","Rectifier",0,30,0,1e-06,0.9171735,0.89196074,0.87650913,0.8572795
"4","Rectifier",0,30,0,1e-07,0.91278565,0.8846304,0.86235774,0.8535629
"5","Rectifier",0,30,0,1e-08,0.9118747,0.8829874,0.88775736,0.820674
"6","Rectifier",0,30,0,1e-09,0.93118775,0.89673066,0.883928,0.85566545
"7","Rectifier",0,30,0,1e-10,0.90762997,0.8715602,0.84651595,0.8343406
"8","Rectifier",0,30,-1,1e-04,0.9193808,0.8905706,0.8747151,0.8607627
"9","Rectifier",0,30,-1,1e-05,0.9200272,0.8889235,0.8746409,0.8444284
"10","Rectifier",0,30,-1,1e-06,0.9180418,0.88832825,0.89322424,0.82759297
"11","Rectifier",0,30,-1,1e-07,0.9165717,0.8859422,0.86977655,0.8439756
"12","Rectifier",0,30,-1,1e-08,0.9157336,0.8758373,0.8462287,0.86535484
"13","Rectifier",0,30,-1,1e-09,0.9302244,0.902256,0.89034057,0.8615246
"14","Rectifier",0,30,-1,1e-10,0.9072613,0.8703098,0.8337224,0.8530741
"15","Rectifier",0,30,-2,1e-04,0.9272371,0.8904683,0.8766411,0.84983605
"16","Rectifier",0,30,-2,1e-05,0.9184452,0.8972335,0.90105593,0.84197944
"17","Rectifier",0,30,-2,1e-06,0.9258507,0.89625424,0.8690988,0.87512314
"18","Rectifier",0,30,-2,1e-07,0.9237789,0.8896743,0.87893736,0.84944105
"19","Rectifier",0,30,-2,1e-08,0.9281939,0.89678395,0.88343036,0.85938
"20","Rectifier",0,30,-2,1e-09,0.93029505,0.9018215,0.8955594,0.8528083
"21","Rectifier",0,30,-2,1e-10,0.9139041,0.8790025,0.8447789,0.85826766
