"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,100,0,1e-04,0.903022,0.8781097,0.8718106,0.825365
"2","Rectifier",0,100,0,1e-05,0.9262299,0.8944036,0.87426835,0.8633633
"3","Rectifier",0,100,0,1e-06,0.92083967,0.89610827,0.8977876,0.83650357
"4","Rectifier",0,100,0,1e-07,0.9156219,0.88659346,0.85495436,0.8743894
"5","Rectifier",0,100,0,1e-08,0.89729285,0.87331367,0.8385501,0.8593936
"6","Rectifier",0,100,0,1e-09,0.9212505,0.888852,0.874572,0.8367132
"7","Rectifier",0,100,0,1e-10,0.92888963,0.8956548,0.8857871,0.8490814
"8","Rectifier",0,100,-1,1e-04,0.8933737,0.8436651,0.80232686,0.8411202
"9","Rectifier",0,100,-1,1e-05,0.9286169,0.8919227,0.8766076,0.8483234
"10","Rectifier",0,100,-1,1e-06,0.9102242,0.87177455,0.8178948,0.8750776
"11","Rectifier",0,100,-1,1e-07,0.91512066,0.8820228,0.84388083,0.8664047
"12","Rectifier",0,100,-1,1e-08,0.88673246,0.8584476,0.8252345,0.82417136
"13","Rectifier",0,100,-1,1e-09,0.9330681,0.906382,0.91495526,0.84595925
"14","Rectifier",0,100,-1,1e-10,0.92979044,0.8996516,0.8937706,0.8504135
"15","Rectifier",0,100,-2,1e-04,0.93591523,0.90306896,0.89801824,0.86182773
"16","Rectifier",0,100,-2,1e-05,0.93741643,0.89682794,0.8564972,0.8911842
"17","Rectifier",0,100,-2,1e-06,0.92444175,0.8889205,0.87889373,0.846113
"18","Rectifier",0,100,-2,1e-07,0.9229899,0.8931895,0.90433747,0.8200739
"19","Rectifier",0,100,-2,1e-08,0.9194431,0.8851446,0.8634297,0.85137695
"20","Rectifier",0,100,-2,1e-09,0.9209819,0.896032,0.89099056,0.8446487
"21","Rectifier",0,100,-2,1e-10,0.93431455,0.8987067,0.8630018,0.8905985
