"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.05,100,0,1e-04,0.8838939,0.8492708,0.83381224,0.7796862
"2","Rectifier",0.05,100,0,1e-05,0.8801012,0.854382,0.8288334,0.83010435
"3","Rectifier",0.05,100,0,1e-06,0.88674545,0.86161757,0.8336686,0.8264797
"4","Rectifier",0.05,100,0,1e-07,0.88330114,0.8535439,0.8243875,0.81280047
"5","Rectifier",0.05,100,0,1e-08,0.9005032,0.8626005,0.8106556,0.8549801
"6","Rectifier",0.05,100,0,1e-09,0.9067236,0.8610349,0.8240471,0.8270638
"7","Rectifier",0.05,100,0,1e-10,0.8839563,0.83931416,0.77098304,0.85255045
"8","Rectifier",0.05,100,-1,1e-04,0.8764336,0.85401237,0.82569903,0.81255513
"9","Rectifier",0.05,100,-1,1e-05,0.8945536,0.8619195,0.8167397,0.8536755
"10","Rectifier",0.05,100,-1,1e-06,0.89600194,0.8450234,0.79645973,0.8298413
"11","Rectifier",0.05,100,-1,1e-07,0.8756309,0.8521085,0.82607543,0.8035582
"12","Rectifier",0.05,100,-1,1e-08,0.9008636,0.8621597,0.82689536,0.83060807
"13","Rectifier",0.05,100,-1,1e-09,0.9074896,0.8639643,0.8258911,0.8379717
"14","Rectifier",0.05,100,-1,1e-10,0.88212353,0.8493702,0.8094509,0.8179638
"15","Rectifier",0.05,100,-2,1e-04,0.8815314,0.8549226,0.82701635,0.8110319
"16","Rectifier",0.05,100,-2,1e-05,0.8984342,0.8638895,0.846062,0.8278731
"17","Rectifier",0.05,100,-2,1e-06,0.8935331,0.85067725,0.8079687,0.82727003
"18","Rectifier",0.05,100,-2,1e-07,0.90135866,0.84872395,0.79641265,0.8441588
"19","Rectifier",0.05,100,-2,1e-08,0.89701635,0.8602142,0.8168494,0.8325893
"20","Rectifier",0.05,100,-2,1e-09,0.8951625,0.86201286,0.82985467,0.82446045
"21","Rectifier",0.05,100,-2,1e-10,0.88440067,0.84498477,0.7881726,0.84201413
