"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,40,0,1e-04,0.823892,0.789525,0.7376265,0.77520496
"2","Tanh",0,40,0,1e-05,0.88045937,0.8592965,0.82680845,0.8306556
"3","Tanh",0,40,0,1e-06,0.8851226,0.86414,0.84441334,0.81468797
"4","Tanh",0,40,0,1e-07,0.8966908,0.8558055,0.8289133,0.808391
"5","Tanh",0,40,0,1e-08,0.8899353,0.86070216,0.8066389,0.86264527
"6","Tanh",0,40,0,1e-09,0.88445234,0.8545328,0.8144269,0.8328581
"7","Tanh",0,40,0,1e-10,0.87985873,0.8427983,0.79825526,0.8247232
"8","Tanh",0,40,-1,1e-04,0.8507596,0.81646043,0.77248347,0.80760324
"9","Tanh",0,40,-1,1e-05,0.88127726,0.83934116,0.78407687,0.85998374
"10","Tanh",0,40,-1,1e-06,0.88529575,0.8634915,0.8439664,0.81429124
"11","Tanh",0,40,-1,1e-07,0.8935468,0.8657639,0.8629647,0.79873586
"12","Tanh",0,40,-1,1e-08,0.88678145,0.8603224,0.83253723,0.83024967
"13","Tanh",0,40,-1,1e-09,0.88590294,0.84857017,0.80426687,0.83192146
"14","Tanh",0,40,-1,1e-10,0.87935066,0.844097,0.798175,0.82948506
"15","Tanh",0,40,-2,1e-04,0.83775866,0.8161474,0.75606686,0.7998946
"16","Tanh",0,40,-2,1e-05,0.8770452,0.8427448,0.7926736,0.8203715
"17","Tanh",0,40,-2,1e-06,0.8581228,0.82811403,0.7963469,0.7868113
"18","Tanh",0,40,-2,1e-07,0.9030613,0.8647346,0.841175,0.82862747
"19","Tanh",0,40,-2,1e-08,0.8833242,0.85054046,0.8164996,0.8345987
"20","Tanh",0,40,-2,1e-09,0.8879904,0.8533969,0.81433547,0.83165586
"21","Tanh",0,40,-2,1e-10,0.8818777,0.8463427,0.80478436,0.82081026
