"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,20,0,1e-04,0.8958629,0.86084145,0.85284275,0.8040721
"2","Rectifier",0.2,20,0,1e-05,0.89518404,0.86245066,0.8047699,0.86805713
"3","Rectifier",0.2,20,0,1e-06,0.90332186,0.8670803,0.8318342,0.8404182
"4","Rectifier",0.2,20,0,1e-07,0.90815765,0.8697075,0.8307336,0.8453054
"5","Rectifier",0.2,20,0,1e-08,0.89279586,0.85350853,0.79677993,0.86296993
"6","Rectifier",0.2,20,0,1e-09,0.86658394,0.8322454,0.7665862,0.83055025
"7","Rectifier",0.2,20,0,1e-10,0.8327346,0.8018758,0.72695845,0.8055642
"8","Rectifier",0.2,20,-1,1e-04,0.898878,0.8567863,0.8106047,0.8366602
"9","Rectifier",0.2,20,-1,1e-05,0.90196896,0.86982673,0.834706,0.8594367
"10","Rectifier",0.2,20,-1,1e-06,0.9009588,0.8644411,0.84670615,0.8170221
"11","Rectifier",0.2,20,-1,1e-07,0.9006385,0.8658191,0.8243757,0.8405563
"12","Rectifier",0.2,20,-1,1e-08,0.89187944,0.8526878,0.7805023,0.8812121
"13","Rectifier",0.2,20,-1,1e-09,0.87162334,0.82872,0.753821,0.87461656
"14","Rectifier",0.2,20,-1,1e-10,0.8345317,0.80400515,0.73127997,0.804306
"15","Rectifier",0.2,20,-2,1e-04,0.90069634,0.8563644,0.8167913,0.8508555
"16","Rectifier",0.2,20,-2,1e-05,0.9066963,0.8713356,0.83851326,0.8372812
"17","Rectifier",0.2,20,-2,1e-06,0.9031949,0.86213666,0.818042,0.85187984
"18","Rectifier",0.2,20,-2,1e-07,0.8976801,0.85891396,0.8144927,0.84661466
"19","Rectifier",0.2,20,-2,1e-08,0.8957145,0.8585608,0.7999093,0.8692294
"20","Rectifier",0.2,20,-2,1e-09,0.87342155,0.8309481,0.7633142,0.8476525
"21","Rectifier",0.2,20,-2,1e-10,0.836111,0.809022,0.73975474,0.79395574
