"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.1,20,0,1e-04,0.887041,0.84673387,0.81543994,0.8078694
"2","Rectifier",0.1,20,0,1e-05,0.9031271,0.8593508,0.82851183,0.82392734
"3","Rectifier",0.1,20,0,1e-06,0.8886067,0.8631101,0.840498,0.8181314
"4","Rectifier",0.1,20,0,1e-07,0.89413774,0.8591895,0.82056814,0.82603675
"5","Rectifier",0.1,20,0,1e-08,0.89224195,0.85756844,0.79543257,0.872411
"6","Rectifier",0.1,20,0,1e-09,0.86861134,0.8282803,0.7724317,0.8265099
"7","Rectifier",0.1,20,0,1e-10,0.83800083,0.8057632,0.73709464,0.79802513
"8","Rectifier",0.1,20,-1,1e-04,0.8875925,0.8418131,0.79407454,0.8221873
"9","Rectifier",0.1,20,-1,1e-05,0.9050967,0.8756304,0.855919,0.8253183
"10","Rectifier",0.1,20,-1,1e-06,0.89567727,0.8491971,0.8094907,0.82350636
"11","Rectifier",0.1,20,-1,1e-07,0.90033025,0.852455,0.81112224,0.83507454
"12","Rectifier",0.1,20,-1,1e-08,0.894241,0.85242516,0.7874275,0.8741505
"13","Rectifier",0.1,20,-1,1e-09,0.872014,0.83459103,0.7625796,0.8535328
"14","Rectifier",0.1,20,-1,1e-10,0.82964367,0.80155283,0.7247175,0.811694
"15","Rectifier",0.1,20,-2,1e-04,0.88957125,0.85549873,0.8151117,0.83270264
"16","Rectifier",0.1,20,-2,1e-05,0.9031297,0.8721791,0.8463295,0.84174746
"17","Rectifier",0.1,20,-2,1e-06,0.8943867,0.85090667,0.8052979,0.82845265
"18","Rectifier",0.1,20,-2,1e-07,0.9052166,0.8630431,0.81823283,0.85897225
"19","Rectifier",0.1,20,-2,1e-08,0.8917615,0.8491518,0.79485244,0.84232163
"20","Rectifier",0.1,20,-2,1e-09,0.86932856,0.828017,0.76534927,0.8363849
"21","Rectifier",0.1,20,-2,1e-10,0.8368037,0.79927963,0.71287996,0.8276999
