"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,700,0,1e-04,0.90985227,0.8748527,0.83728594,0.8549357
"2","Rectifier",0.2,700,0,1e-05,0.90114206,0.8628795,0.81875813,0.8502603
"3","Rectifier",0.2,700,0,1e-06,0.89562964,0.87457883,0.8480513,0.83166265
"4","Rectifier",0.2,700,0,1e-07,0.89359313,0.8715095,0.8349815,0.83919597
"5","Rectifier",0.2,700,0,1e-08,0.9076736,0.87178797,0.84096956,0.83803767
"6","Rectifier",0.2,700,0,1e-09,0.90475005,0.8675606,0.83555794,0.83630145
"7","Rectifier",0.2,700,0,1e-10,0.8981548,0.8573523,0.8230163,0.8337646
"8","Rectifier",0.2,700,-1,1e-04,0.8996049,0.87067133,0.842712,0.83903784
"9","Rectifier",0.2,700,-1,1e-05,0.91394985,0.8757297,0.81818444,0.88329905
"10","Rectifier",0.2,700,-1,1e-06,0.9101857,0.88061965,0.82488656,0.89087313
"11","Rectifier",0.2,700,-1,1e-07,0.8961609,0.8771244,0.8544921,0.83539987
"12","Rectifier",0.2,700,-1,1e-08,0.91193795,0.8725668,0.8076677,0.8868155
"13","Rectifier",0.2,700,-1,1e-09,0.90747744,0.8730859,0.831055,0.8556163
"14","Rectifier",0.2,700,-1,1e-10,0.9016935,0.86311215,0.843921,0.8012179
"15","Rectifier",0.2,700,-2,1e-04,0.8715575,0.84171784,0.81585664,0.7862279
"16","Rectifier",0.2,700,-2,1e-05,0.8934033,0.8683901,0.8468741,0.8195079
"17","Rectifier",0.2,700,-2,1e-06,0.89613146,0.8689639,0.8181132,0.86525965
"18","Rectifier",0.2,700,-2,1e-07,0.8926494,0.8724073,0.84376,0.846049
"19","Rectifier",0.2,700,-2,1e-08,0.9082254,0.8747594,0.8389974,0.8496241
"20","Rectifier",0.2,700,-2,1e-09,0.900477,0.8701377,0.8332533,0.84211147
"21","Rectifier",0.2,700,-2,1e-10,0.8970556,0.8617249,0.81768715,0.84998345
