"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,90,0,1e-04,0.85804844,0.8247232,0.78382266,0.80004364
"2","Tanh",0,90,0,1e-05,0.90293187,0.86811423,0.8199057,0.8710484
"3","Tanh",0,90,0,1e-06,0.8918146,0.8645571,0.8465071,0.83765566
"4","Tanh",0,90,0,1e-07,0.8924707,0.85375446,0.80477965,0.85092455
"5","Tanh",0,90,0,1e-08,0.8927089,0.85126495,0.79145473,0.8610153
"6","Tanh",0,90,0,1e-09,0.90944666,0.86341494,0.80621713,0.8779248
"7","Tanh",0,90,0,1e-10,0.9022742,0.8619622,0.825196,0.8503585
"8","Tanh",0,90,-1,1e-04,0.8698347,0.8390996,0.78165776,0.83718926
"9","Tanh",0,90,-1,1e-05,0.89165515,0.8600655,0.83466595,0.8286357
"10","Tanh",0,90,-1,1e-06,0.8868265,0.8457553,0.8033576,0.83991075
"11","Tanh",0,90,-1,1e-07,0.8835445,0.8541487,0.8050351,0.84059334
"12","Tanh",0,90,-1,1e-08,0.89697665,0.87134993,0.84364027,0.83576345
"13","Tanh",0,90,-1,1e-09,0.90152335,0.8649824,0.82749754,0.8548483
"14","Tanh",0,90,-1,1e-10,0.9012711,0.8548107,0.803229,0.86381054
"15","Tanh",0,90,-2,1e-04,0.85306644,0.8152264,0.7394886,0.84870845
"16","Tanh",0,90,-2,1e-05,0.89033353,0.85360044,0.79207826,0.87279445
"17","Tanh",0,90,-2,1e-06,0.8887793,0.86431813,0.83794177,0.8225299
"18","Tanh",0,90,-2,1e-07,0.9014587,0.8600018,0.8202065,0.8453974
"19","Tanh",0,90,-2,1e-08,0.8864128,0.85320306,0.84817505,0.7900406
"20","Tanh",0,90,-2,1e-09,0.89635277,0.861503,0.8048776,0.87015706
"21","Tanh",0,90,-2,1e-10,0.8987539,0.86191005,0.82542866,0.8475863
