"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,30,0,1e-04,0.86317277,0.83246857,0.7945101,0.81209624
"2","Tanh",0,30,0,1e-05,0.88665473,0.84559286,0.7836611,0.8641789
"3","Tanh",0,30,0,1e-06,0.88081765,0.8538332,0.8191045,0.8307675
"4","Tanh",0,30,0,1e-07,0.89386386,0.8604728,0.845309,0.7934368
"5","Tanh",0,30,0,1e-08,0.8840743,0.8559247,0.82524997,0.8268213
"6","Tanh",0,30,0,1e-09,0.8816067,0.8503594,0.8131698,0.8240521
"7","Tanh",0,30,0,1e-10,0.8779833,0.8394149,0.7891877,0.831866
"8","Tanh",0,30,-1,1e-04,0.83531255,0.82544684,0.82391936,0.741484
"9","Tanh",0,30,-1,1e-05,0.88674194,0.8722634,0.8565366,0.83097893
"10","Tanh",0,30,-1,1e-06,0.8873877,0.86771905,0.8402219,0.8343868
"11","Tanh",0,30,-1,1e-07,0.89948314,0.8606213,0.813789,0.8460996
"12","Tanh",0,30,-1,1e-08,0.88507634,0.8622566,0.81993407,0.85404855
"13","Tanh",0,30,-1,1e-09,0.8796861,0.84380966,0.78720593,0.8445956
"14","Tanh",0,30,-1,1e-10,0.8784389,0.8464068,0.8075607,0.81981075
"15","Tanh",0,30,-2,1e-04,0.8415033,0.812761,0.75094795,0.8301481
"16","Tanh",0,30,-2,1e-05,0.8686253,0.8400245,0.79764616,0.82120174
"17","Tanh",0,30,-2,1e-06,0.8721504,0.8523492,0.84388983,0.7897078
"18","Tanh",0,30,-2,1e-07,0.88759285,0.8557029,0.82399946,0.82916296
"19","Tanh",0,30,-2,1e-08,0.8897717,0.8552689,0.8104976,0.8557009
"20","Tanh",0,30,-2,1e-09,0.8820332,0.8478098,0.8103617,0.8278461
"21","Tanh",0,30,-2,1e-10,0.87804943,0.8444284,0.8031105,0.82400477
