"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,800,0,1e-04,0.8797299,0.84747165,0.82618713,0.7889467
"2","Tanh",0,800,0,1e-05,0.88432664,0.8457118,0.79553306,0.82949185
"3","Tanh",0,800,0,1e-06,0.87160593,0.8445546,0.7860628,0.84073895
"4","Tanh",0,800,0,1e-07,0.87469786,0.85207003,0.79984516,0.83080834
"5","Tanh",0,800,0,1e-08,0.8879869,0.85498935,0.8015294,0.835717
"6","Tanh",0,800,0,1e-09,0.88809377,0.862407,0.8272107,0.8217951
"7","Tanh",0,800,0,1e-10,0.9000203,0.87227875,0.83991003,0.8229344
"8","Tanh",0,800,-1,1e-04,0.87552756,0.85885036,0.8222121,0.82561255
"9","Tanh",0,800,-1,1e-05,0.88522494,0.8585603,0.8398673,0.7995755
"10","Tanh",0,800,-1,1e-06,0.8860578,0.8493902,0.79026747,0.84020346
"11","Tanh",0,800,-1,1e-07,0.8811061,0.8446198,0.7729429,0.85763675
"12","Tanh",0,800,-1,1e-08,0.89583236,0.8607709,0.8048277,0.8541157
"13","Tanh",0,800,-1,1e-09,0.90029794,0.8594535,0.80740654,0.8466999
"14","Tanh",0,800,-1,1e-10,0.89823323,0.86779284,0.82675904,0.8282217
"15","Tanh",0,800,-2,1e-04,0.8552807,0.8409807,0.7974323,0.79548556
"16","Tanh",0,800,-2,1e-05,0.8774993,0.8585526,0.818879,0.8154763
"17","Tanh",0,800,-2,1e-06,0.8854755,0.8589995,0.82452756,0.81052214
"18","Tanh",0,800,-2,1e-07,0.8589394,0.8341224,0.8097275,0.7579444
"19","Tanh",0,800,-2,1e-08,0.88271123,0.84635633,0.79834473,0.8227925
"20","Tanh",0,800,-2,1e-09,0.8958473,0.85524553,0.78334445,0.87628317
"21","Tanh",0,800,-2,1e-10,0.90130097,0.86366844,0.8237459,0.82938457
